HH,hour,agg,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13
8,91,756351.6310000004,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9,91,1672697.744999998,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,91,1159436.6160000027,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,91,119735.33699999937,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,91,554836.352999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,91,1856335.3120000008,1,1,1,1,0,1,0,1,0,0,0,1,0,0
0,92,477091.8540000015,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,92,1399723.7900000052,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,92,777445.6320000038,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3,92,467804.1310000017,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,92,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,92,50494.094999999994,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,92,1091269.7940000005,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,92,830715.6080000012,1,1,1,0,1,0,0,0,0,0,0,0,0,0
8,92,521617.2709999986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,92,1427719.7669999963,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,92,1009314.4679999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,92,41393.29199999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,92,415470.02100000146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,92,1698868.5829999966,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,93,247492.21099999986,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,93,796891.6249999979,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,93,554603.9780000023,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,93,481440.3200000003,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,93,2279.3590000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,93,43623.787000000084,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,93,963143.9999999988,1,0,1,0,0,1,0,0,0,0,0,1,0,0
7,93,862245.3330000044,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,93,245977.60600000064,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,93,1080994.1180000005,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,93,638358.6689999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,93,71965.5599999994,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,93,100338.70600000092,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,93,1527634.6519999995,1,1,0,1,0,1,0,0,0,0,0,1,0,0
0,94,126683.85300000037,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,94,538243.1859999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,94,407932.10200000263,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,94,436708.19600000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,94,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,94,7548.243999999988,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,94,825673.1329999971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,94,720461.6980000027,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,94,120347.89399999993,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,94,841033.3839999989,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,94,469549.5719999985,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,94,31105.965000000084,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,94,7981.115999999957,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,94,1302390.6680000017,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,95,101551.54700000017,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,95,191781.05600000024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,95,34015.07500000007,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3,95,118545.31000000045,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,95,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,95,7772.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,95,270434.01399999834,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7,95,142518.95500000016,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,95,96964.27300000016,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,95,54887.51600000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,95,34655.75200000003,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,95,30955.41900000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,95,8073.113999999959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,95,161023.1330000002,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,96,88456.65600000018,0,0,1,0,0,1,1,1,0,0,0,1,0,0
1,96,139828.68800000052,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2,96,33531.71100000002,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,96,98652.92200000005,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,96,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,96,7759.587000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,96,207137.4499999994,1,0,1,0,1,1,0,0,0,0,1,1,0,0
7,96,103178.21500000023,1,0,0,0,0,0,1,1,0,0,0,0,0,0
8,96,84816.86900000022,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9,96,54027.956000000195,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,96,33931.03199999995,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,96,30699.434000000132,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,96,7701.495999999966,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,96,115377.81300000002,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,97,89788.50100000013,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1,97,142868.22099999955,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,97,34025.450000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,97,100157.42100000041,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,97,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,97,7787.616000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,97,210905.0679999994,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,97,105149.41699999972,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,97,86105.74,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,97,54855.97900000019,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,97,34670.866999999955,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,97,31051.139000000065,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,97,8042.794999999977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,97,117930.31499999993,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,98,88194.86800000002,0,0,1,0,0,0,0,1,0,1,0,1,0,0
1,98,141579.8619999999,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,98,33467.17599999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,98,98441.26900000012,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,98,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,98,7614.812999999999,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,98,207991.64699999968,0,0,1,0,1,1,0,0,0,0,0,1,0,0
7,98,103878.3389999999,0,1,1,0,1,0,1,1,0,0,0,0,0,0
8,98,84598.46000000022,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9,98,54014.87600000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,98,34172.80199999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,98,30345.647000000074,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,98,8054.994999999959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,98,116821.48800000003,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,99,88759.62300000002,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1,99,141608.3429999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,99,34399.4070000001,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,99,99667.5010000003,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,99,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,99,7763.196000000012,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,99,209077.45299999937,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,99,104964.81199999995,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8,99,85093.61600000011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,99,55766.97900000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,99,35041.15400000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,99,30658.232000000087,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,99,7849.804999999944,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,99,118611.38299999971,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,100,89895.20399999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,100,165092.74600000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,55479.92900000016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,100,100910.07499999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,100,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,100,7785.480999999995,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,100,217956.98199999926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,100,116555.93000000021,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8,100,86246.01200000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,100,90145.31499999964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,100,42224.38100000015,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,100,30766.412000000044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,100,31745.903999999875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,100,126706.19799999957,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,101,89727.772,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,101,145135.62800000026,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,101,34709.13800000013,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3,101,101155.10399999993,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,101,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,101,7803.413000000003,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,101,213707.69999999893,1,0,1,0,0,1,0,0,0,0,0,1,0,0
7,101,107609.96600000003,1,1,1,0,1,0,0,1,0,0,0,0,0,0
8,101,86282.00800000007,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,101,56285.33700000015,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,101,35404.02100000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,101,30922.04300000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,101,7980.720999999956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,101,121588.11699999977,1,1,1,1,0,1,0,0,0,0,0,1,0,0
0,102,152395.65200000026,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,102,470275.6360000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,102,178821.92699999997,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,102,296914.117,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,102,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,102,7787.740999999995,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,102,660687.1329999984,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7,102,469466.44499999995,0,1,1,0,1,0,0,1,0,0,0,0,0,0
8,102,145018.5839999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,102,359258.0149999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,102,204241.39899999977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,102,33881.15700000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,102,10737.12799999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,102,718582.6509999995,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,103,144070.77500000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,103,208720.04600000018,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,103,132549.6959999997,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3,103,165043.4579999987,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,103,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,103,7743.3559999999925,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,103,291909.2019999991,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,103,209950.4740000006,1,1,1,0,1,0,0,0,0,0,0,0,0,0
8,103,87483.3700000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,103,275719.73499999923,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,103,150180.91100000127,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,103,33571.743000000155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,103,20009.53399999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,103,360292.1630000003,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,104,124266.47500000006,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,104,111909.66000000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,104,23514.583000000064,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,104,76616.95199999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,104,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,104,7568.078999999983,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,104,144162.65900000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,104,50445.904999999984,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8,104,83157.52000000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,104,43146.873000000196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,104,23907.50200000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,104,33679.81600000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,104,17568.5109999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,104,38030.728999999956,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,105,86197.57800000018,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1,105,95821.09600000009,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2,105,23664.1590000001,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3,105,78187.55000000022,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,105,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,105,7576.67599999999,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,105,146948.43100000016,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7,105,51319.853000000105,1,1,1,0,1,0,0,0,0,0,0,0,0,0
8,105,84741.93500000003,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,105,32539.24300000017,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,105,24072.628000000004,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,105,34268.69000000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,105,11356.49599999991,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,105,38436.863000000005,1,1,1,1,0,0,0,1,0,0,0,0,0,0
0,106,86011.70699999969,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,106,95522.77600000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,106,23751.799000000115,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,106,77632.48900000009,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,106,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,106,7681.139999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,106,146190.23900000055,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,106,51124.56400000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,106,84260.56800000009,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,106,32558.993000000086,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,106,24107.13999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,106,34104.51100000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,106,11400.963999999947,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,106,38450.31299999997,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,107,86096.9409999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,107,95451.70500000003,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,107,23726.60700000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,107,77602.04499999993,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,107,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,107,7680.944000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,107,146134.21900000036,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,107,51093.15600000012,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,107,84266.63100000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,107,32549.981000000214,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,107,24107.649999999958,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,107,34119.43000000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,107,11392.026999999938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,107,38467.33299999992,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,108,86506.161,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,108,96151.58500000015,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,108,23774.909000000065,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,108,78578.72200000011,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,108,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,108,7671.431999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,108,147362.58800000045,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7,108,51393.20900000019,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8,108,84909.31100000012,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,108,32620.18000000013,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,108,24162.70799999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,108,34412.46600000013,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,108,11426.434999999909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,108,38566.68399999995,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,109,84973.21700000032,0,0,0,0,0,1,1,1,0,1,0,1,0,0
1,109,93982.54500000045,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,109,23462.267000000156,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,109,76958.62600000013,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,109,7652.589999999992,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,109,144417.05500000002,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,109,50860.947000000015,0,1,1,0,1,0,1,0,0,0,0,0,0,0
8,109,83150.63200000039,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,109,32094.021000000128,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,109,23634.280999999995,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,109,33604.71800000011,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,109,11028.803999999933,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,109,38174.187999999944,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,110,60698.54699999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,110,67264.74800000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,110,16929.97400000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,110,54992.497999999985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,110,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,110,5520.938999999994,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,110,103306.7410000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,110,36419.93700000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,110,59512.60299999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,110,23131.467000000044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,110,17046.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,110,23993.581000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,110,7901.393999999959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,110,27588.25499999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,111,80357.48299999995,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,111,88186.43000000008,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,111,22547.731000000094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,111,73091.89599999983,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,111,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,111,7615.118999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,111,136900.65600000025,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,111,48846.942000000156,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,111,78304.43700000018,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,111,30529.086000000145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,111,22217.193000000025,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,111,31915.186000000096,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,111,9972.587999999932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,111,37137.56599999987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,112,93732.33699999988,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,112,98105.2150000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,112,23193.00100000008,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,112,77072.32300000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,112,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,112,7513.322999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,112,144869.04200000054,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,112,50532.53400000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,112,83346.5229999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,112,34331.59500000014,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,112,23482.423999999974,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,112,33910.693000000094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,112,12423.325999999925,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,112,37747.9899999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,113,86084.39400000019,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,113,95249.16400000015,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,113,29753.172,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,113,78130.36300000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,113,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,113,7646.644999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,113,146622.00700000045,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,113,51180.477000000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,113,90112.99400000056,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,113,53937.80800000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,113,23860.988000000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,113,34226.69700000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,113,11177.119999999926,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,113,39898.38600000007,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,114,433938.33499999996,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,114,305685.06700000016,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,114,35696.20500000005,1,0,1,1,1,0,0,0,0,0,0,0,0,0
3,114,93128.32199999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,114,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,114,7658.096000000015,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,114,215442.96299999979,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,114,122480.41900000018,1,1,1,0,1,0,0,0,0,0,0,0,0,0
8,114,167526.51600000035,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,114,199540.0650000002,1,0,0,1,0,1,1,1,1,0,0,0,1,0
10,114,23832.786999999986,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,114,110172.80299999949,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,114,58984.9860000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,114,41354.479999999916,1,1,1,1,0,0,0,0,0,0,1,0,0,0
0,115,213028.92499999976,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1,115,215968.29800000033,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,115,34912.70000000001,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,115,95897.83299999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,115,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,115,7716.721000000012,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,115,226090.693,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,115,133272.99800000028,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8,115,177561.32800000036,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,115,140578.22399999955,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,115,23447.137999999974,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,115,121553.1479999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,115,22597.981999999898,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,115,41082.88600000012,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,116,85564.63999999981,0,0,0,0,0,1,1,1,0,1,0,1,0,0
1,116,94826.32400000014,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,116,23694.76900000018,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,116,77176.369,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,116,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,116,7727.775000000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,116,145191.37500000026,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,116,50834.17000000003,0,1,1,0,1,0,1,0,0,0,0,0,0,0
8,116,83658.23300000017,0,0,0,0,1,0,0,0,0,1,0,0,0,0
