HH,hour,agg,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13
1,394,1575277.8509999993,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,394,411928.1089999995,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,394,216505.48100000003,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,394,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,394,2326.9270000000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,394,971815.7969999999,1,0,1,0,0,1,0,0,0,0,0,1,0,0
7,394,324097.9100000001,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,394,702035.6419999986,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,394,719631.2100000007,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,394,662500.8790000025,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,394,32731.59900000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,394,536434.6549999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,394,712995.4160000014,1,1,0,1,0,1,0,0,0,0,0,1,0,0
0,395,507512.03199999826,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1,395,1455013.2979999986,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2,395,323219.2619999993,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,395,200243.25899999985,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,395,71501.59899999993,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5,395,11736.041999999996,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,395,993390.0659999987,0,0,1,0,0,1,1,0,0,0,0,1,0,0
7,395,289698.5759999999,0,1,1,0,1,0,0,1,0,0,0,0,0,0
8,395,647893.9440000007,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9,395,579105.0080000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,395,513045.9349999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,395,53948.01299999984,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12,395,473668.09699999815,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,395,596894.9259999995,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,396,115179.33599999995,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,396,281703.19999999955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,396,65654.36799999989,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,396,159162.76599999974,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,396,22825.404999999977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,396,5272.229000000002,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,396,374101.6369999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,396,207375.21400000065,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8,396,120188.62500000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,396,134006.1629999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,396,78171.26099999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,396,39274.951999999925,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,396,23993.45699999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,396,282160.1130000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,397,170044.4760000005,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1,397,448818.2779999996,1,0,1,1,1,0,0,0,1,0,0,0,0,1
2,397,65288.459000000046,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,397,134844.25200000062,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,397,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,397,2334.1119999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,397,520282.3160000011,1,0,1,0,1,1,1,0,0,0,0,1,0,0
7,397,158040.36600000013,1,0,0,0,0,0,1,1,0,0,0,0,0,0
8,397,222590.7609999998,1,0,0,0,0,0,1,0,0,1,0,0,0,0
9,397,129738.5549999995,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,397,77357.13899999959,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,397,32427.29200000014,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,397,69172.83800000022,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,397,224661.87000000093,1,1,0,1,0,1,0,0,0,0,0,1,0,0
0,398,179235.21099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,398,481038.7680000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,398,65893.02299999986,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,398,140805.00100000072,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,398,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,398,2324.726000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,398,554216.8930000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,398,169414.1870000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,398,235048.12600000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,398,131185.56899999935,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,398,78446.68099999981,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,398,32870.22500000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,398,73390.17800000029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,398,238120.2870000001,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,399,186757.87100000048,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,399,414690.8670000004,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,399,65952.2289999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,399,218972.00499999945,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,399,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,399,2301.997000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,399,710227.8299999981,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7,399,329937.8889999997,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8,399,305125.5619999996,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,399,193130.31299999997,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,399,78334.49699999976,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,399,32387.5940000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,399,11267.697999999951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,399,482054.3959999997,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,400,714783.1980000004,0,0,1,0,0,1,1,1,0,0,0,1,0,0
1,400,1260256.835999998,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2,400,206686.49099999949,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,400,219660.05600000027,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,400,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,400,2226.160000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,400,1115009.568000003,0,0,1,0,1,1,0,0,0,0,1,1,0,0
7,400,330086.9400000007,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8,400,651512.2840000001,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9,400,511201.4820000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,400,315819.56299999997,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,400,32749.04600000007,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,400,324456.434,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,400,602123.2299999993,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,401,752879.5180000002,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1,401,1882968.688999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,401,557601.0369999995,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,401,231121.8660000001,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,401,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,401,2308.3500000000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,401,1324777.1710000008,0,1,0,0,0,0,0,0,1,0,1,0,0,0
7,401,430690.82199999876,1,0,0,0,0,0,1,0,1,0,0,0,0,0
8,401,1042741.0959999979,0,0,1,0,1,1,0,0,0,0,0,0,0,0
9,401,1100170.9119999988,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10,401,760718.1779999989,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,401,92023.2639999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,401,716131.0170000021,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,401,860812.5810000014,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,402,855013.2239999998,0,1,1,1,0,0,0,1,0,0,0,1,0,0
1,402,1592338.1789999965,1,1,1,1,1,0,1,0,1,0,0,0,0,1
2,402,550549.753999999,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3,402,241107.4829999996,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,402,23681.47700000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,402,5485.296999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,402,2082252.7659999987,1,1,1,0,1,1,1,0,1,0,0,1,1,0
7,402,488859.98500000057,1,0,0,0,0,0,1,1,1,0,0,0,0,0
8,402,1799436.8739999966,1,0,1,0,0,1,1,0,0,1,0,0,0,0
9,402,1458866.1879999996,0,0,1,0,0,0,0,1,1,1,1,0,0,0
10,402,663653.3430000006,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11,402,117931.27999999972,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,402,651460.5309999993,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13,402,1182132.9680000006,1,1,0,1,1,1,0,0,0,1,0,1,0,0
0,403,304689.1500000007,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,403,1089210.4439999987,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2,403,519180.2600000024,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,403,524744.5470000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,403,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,403,2521.2200000000057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,403,1509767.6670000004,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7,403,906169.147999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,403,475927.04799999966,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,403,1128119.553999998,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,403,565273.8839999972,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,403,48670.49099999964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,403,143631.2240000006,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,403,1626647.1649999951,1,1,0,1,0,0,0,1,0,0,0,0,0,0
0,404,226926.56899999955,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,404,1083511.8900000025,0,1,0,1,0,1,1,0,0,0,0,0,0,0
2,404,643075.817,0,1,1,0,0,1,1,0,0,0,0,0,0,0
3,404,524209.4609999989,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,404,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,404,6086.190000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,404,1285576.639999997,1,0,0,0,0,0,0,0,0,0,1,0,1,0
7,404,954591.2590000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8,404,271290.08900000056,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,404,1261617.2840000025,0,1,0,0,0,0,0,1,1,1,1,0,0,0
10,404,604723.7259999963,1,1,1,0,0,0,0,0,0,0,0,0,0,0
11,404,38792.31799999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,404,253965.5810000009,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13,404,1608965.0320000001,1,1,0,1,0,0,0,1,0,1,0,0,0,0
0,405,154887.9939999996,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1,405,607137.1189999986,1,0,1,1,1,0,0,0,1,0,0,0,0,1
2,405,274516.1630000014,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,405,251230.73799999978,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,405,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,405,4754.888000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,405,646389.4149999974,1,0,1,0,1,1,1,0,0,0,0,1,0,0
7,405,462112.2349999986,1,0,0,0,0,0,1,1,0,0,0,0,0,0
8,405,151351.8420000003,1,0,0,0,0,0,1,0,0,1,0,0,0,0
9,405,488155.8939999997,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,405,182305.84500000067,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,405,32967.942000000105,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,405,198483.72400000028,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,405,588971.5779999992,1,1,0,1,0,1,0,0,0,0,0,1,0,0
0,406,252202.77299999967,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,406,916678.711,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2,406,239619.9760000005,0,1,0,0,1,0,1,0,0,0,0,0,0,0
3,406,226007.12100000045,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,406,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,406,4545.180000000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,406,920558.3849999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,406,413586.0649999998,0,1,1,0,1,0,0,0,1,0,0,0,0,0
8,406,316232.40099999966,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,406,416999.5220000005,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10,406,145207.4530000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,406,33115.873000000065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,406,270790.71200000035,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,406,494119.516000001,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,407,160370.9699999998,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,407,468528.05799999915,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,407,125650.03400000004,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3,407,171367.4470000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,407,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,407,4507.977000000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,407,535107.3089999994,0,0,1,0,1,1,0,0,0,0,0,1,0,0
7,407,250654.685000001,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8,407,189393.15300000057,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9,407,231542.0210000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,407,108156.00699999982,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,407,32980.78100000013,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,407,98239.43000000066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,407,335540.0330000005,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,408,125240.06000000017,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,408,296471.85500000033,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,408,79850.65299999966,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,408,146315.2619999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,408,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,408,4445.596999999993,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,408,384756.58200000075,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,408,181287.74700000044,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,408,142578.63699999987,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,408,156650.77999999962,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,408,92592.87000000007,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,408,32675.89200000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,408,31741.234999999924,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,408,266587.9410000013,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,409,189204.10499999995,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,409,519258.62800000113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,409,77481.54599999955,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,409,141983.55900000015,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,409,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,409,4291.641,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,409,591288.5779999983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,409,175345.72200000027,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8,409,252395.42099999954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,409,151665.00799999986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,409,89642.80100000002,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,409,31748.40200000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,409,83358.4400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,409,257559.58600000007,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,410,117126.38899999959,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,410,268026.9390000007,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,410,80682.94399999951,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3,410,147124.1600000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,410,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,410,4450.608000000003,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,410,358958.5009999997,1,0,1,0,0,1,0,0,0,0,0,1,0,0
7,410,182135.96700000024,1,1,1,0,1,0,0,1,0,0,0,0,0,0
8,410,128975.27400000062,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,410,158220.44799999965,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,410,93487.96699999977,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,410,32854.96300000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,410,25464.92199999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,410,268190.27300000045,1,1,1,1,0,1,0,0,0,0,0,1,0,0
0,411,155339.62300000008,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1,411,399532.6700000003,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,411,80607.09699999983,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,411,146528.11100000038,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,411,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,411,4368.066000000012,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,411,481488.00699999987,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7,411,181264.80000000057,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8,411,193044.27700000044,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9,411,157920.66099999993,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,411,93186.06199999979,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,411,32859.724000000126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,411,55897.65300000006,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13,411,266891.4039999999,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,412,182504.89099999995,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,412,487034.7569999996,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2,412,66804.64199999932,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,412,131598.7520000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,412,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,412,4415.9510000000055,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,412,548432.5769999989,0,0,1,0,0,1,0,0,0,0,1,1,0,0
7,412,157659.98700000046,0,1,1,0,1,0,0,1,0,0,0,0,0,0
8,412,239224.10600000026,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9,412,125763.83999999889,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,412,71617.3799999996,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,412,32711.24300000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,412,84347.7730000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,412,212224.56500000018,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,413,102260.44900000004,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,413,186193.42600000039,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,413,19277.76000000006,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,413,109996.73600000009,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,413,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,413,2566.0850000000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,413,255386.3509999993,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,413,115650.82600000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,413,102225.66600000033,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,413,32512.80600000011,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,413,24054.133000000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,413,32676.12800000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,413,11376.39199999992,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,413,116541.47600000033,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,414,588289.6530000002,0,1,0,0,0,1,1,1,0,0,0,1,0,0
1,414,1610621.967999999,0,0,1,1,0,1,0,0,1,0,0,0,0,1
2,414,350558.56200000015,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,414,183900.3859999996,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,414,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,414,2386.0370000000053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,414,1010493.7209999986,1,0,0,0,1,0,1,0,0,0,1,0,0,0
7,414,266777.81000000006,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8,414,732721.3639999994,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9,414,595742.393999999,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,414,582790.9250000004,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,414,32523.42300000013,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,414,539054.476000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13,414,574292.9160000008,1,1,0,1,0,0,0,1,0,0,0,0,0,0
0,415,661581.8940000009,0,0,1,0,0,1,1,1,0,0,0,1,0,0
1,415,1781268.3929999971,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2,415,443083.73000000214,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,415,185997.0869999996,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,415,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,415,2400.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,415,993590.2170000012,0,0,1,0,1,1,0,0,0,0,1,1,0,0
7,415,270093.1280000004,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8,415,811206.8620000014,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9,415,752826.824000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,415,739293.5509999982,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,415,32826.00200000013,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,415,644976.7379999993,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,415,657209.8960000017,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,416,199537.7819999993,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,416,462143.35899999755,1,0,1,1,1,0,0,0,0,0,0,0,0,0
2,416,93606.19199999922,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,416,117549.59700000018,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,416,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,416,2322.5710000000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,416,376730.3859999999,1,0,1,0,1,1,0,0,0,0,0,1,0,0
7,416,131085.55400000024,1,0,0,0,0,0,1,1,0,0,0,0,0,0
8,416,228751.69300000014,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9,416,159274.4229999998,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,416,149904.3619999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,416,32641.355000000134,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,416,125390.28400000138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,416,198083.69799999995,1,1,0,1,0,1,0,0,0,0,0,1,0,0
0,417,470933.55399999954,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,417,1232817.8880000038,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,417,276215.1490000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,417,102030.67100000038,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,417,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,417,2338.9889999999987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,417,736240.7130000013,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7,417,100679.85300000045,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,417,608227.1080000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,417,470320.9729999995,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,417,458278.73700000125,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,417,32313.829999999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,417,446338.0289999987,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,417,320050.01200000045,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,418,525877.5379999996,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,418,1328990.5130000012,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,418,394072.2710000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,418,98907.70000000006,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,418,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,418,2388.6280000000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,418,595885.2030000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,418,96959.96200000007,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,418,650480.8579999995,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,418,670382.5179999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,418,657559.8739999976,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,418,31612.74100000008,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,418,559032.839000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,418,416981.2850000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,419,576833.0600000005,0,1,0,0,0,1,1,1,0,0,0,1,0,0
